Product_Name,month_idx,Actual_Avg_Price,Predicted_Avg_Price,Actual_Min_Price,Predicted_Min_Price,Actual_Max_Price,Predicted_Max_Price
Barela,1,101.67,100.97880000000004,80.0,79.25,120.0,119.8
Barela,2,103.71,100.7922999999999,80.0,78.85,120.0,119.2
Barela,3,95.81,95.68240000000007,80.0,78.4,120.0,116.4
Barela,4,99.55,99.54989999999998,80.0,81.3,120.0,118.7
Barela,5,117.89,134.09699999999992,80.0,78.6,1200.0,829.8
Barela,6,180.63,154.3623999999998,150.0,128.8,200.0,182.18
Barela,7,97.89,118.82629999999992,80.0,83.6,120.0,187.0
Barela,8,100.0,100.2607,80.0,80.7,120.0,119.2
Bayar,1,110.0,110.0,100.0,100.0,120.0,120.0
Bayar,2,110.0,110.5318,100.0,100.0,120.0,120.0
Bayar,3,110.0,109.8,100.0,100.0,120.0,120.0
Bayar,4,110.0,122.4249,100.0,106.6,120.0,130.1
Bayar,5,165.0,202.35,150.0,192.7,160.0,197.8
Bayar,6,110.0,109.47210000000001,100.0,100.4,120.0,118.4
Beat_Chukunder,1,100.0,100.286,80.0,80.0,120.0,118.0
Beat_Chukunder,2,125.2,125.85090000000012,80.0,84.7,150.0,157.07
Beat_Chukunder,3,131.11,131.3556000000001,80.0,80.05,150.0,155.6
Beat_Chukunder,4,100.0,111.1795,80.0,84.8,120.0,128.9
Beat_Chukunder,5,100.0,94.4527,80.0,79.45,120.0,114.45
Beat_Chukunder,6,100.0,97.69760000000002,80.0,78.95,120.0,118.6
Beat_Chukunder,7,100.0,99.8495,80.0,80.6,120.0,119.4
Beat_Chukunder,8,100.0,99.73389999999999,80.0,80.6,120.0,119.0
Beat_Chukunder,9,100.0,99.11210000000001,80.0,80.4,120.0,113.7
Beat_Chukunder,10,100.0,98.33140000000002,80.0,79.0,120.0,113.2
Bitter_Gourd,1,172.5,170.05449999999996,130.0,138.4,220.0,219.3
Bitter_Gourd,2,207.22,203.4693000000001,180.0,173.4,250.0,242.2
Bitter_Gourd,3,65.0,79.37280000000001,30.0,41.4,140.0,152.4
Bitter_Gourd,4,192.29,181.7495000000003,130.0,125.3,250.0,237.4
Bitter_Gourd,5,140.0,141.18429999999998,130.0,128.9,150.0,151.7
Bitter_Gourd,6,136.84,129.3349000000001,100.0,94.15,180.0,173.4
Bitter_Gourd,7,112.5,111.55849999999998,80.0,77.52,150.0,152.2
Bitter_Gourd,8,68.13,74.29360000000004,25.0,36.6,80.0,89.08
Bitter_Gourd,9,106.2,80.80190000000002,30.0,64.54,80.0,130.66
Bitter_Gourd,10,146.32,133.17760000000007,130.0,106.5,180.0,164.0
Bottle_Gourd,1,109.21,110.23549999999986,80.0,84.0,130.0,130.0
Bottle_Gourd,2,59.8,59.42900000000008,40.0,41.5,100.0,97.4
Bottle_Gourd,3,51.13,54.056700000000056,40.0,39.35,100.0,97.08
Bottle_Gourd,4,94.38,95.66499999999995,60.0,56.75,140.0,140.41
Bottle_Gourd,5,115.26,104.89900000000007,100.0,89.6,140.0,123.64
Bottle_Gourd,6,90.0,94.62970000000001,80.0,82.5,100.0,104.7
Bottle_Gourd,7,90.0,90.3185,80.0,78.75,100.0,100.3
Bottle_Gourd,8,90.0,91.1669,80.0,78.65,100.0,100.8
Bottle_Gourd,9,102.73,91.77930000000003,80.0,77.25,120.0,103.88
Bottle_Gourd,10,62.17,79.4646,40.0,46.34,100.0,104.38
Brinjal_Gland,1,95.0,85.87209999999999,80.0,70.33,120.0,110.9
Brinjal_Gland,2,107.89,101.5108,80.0,77.0,120.0,114.0
Brinjal_Gland,3,56.6,60.77250000000001,50.0,50.4,80.0,80.75
Brinjal_Gland,4,90.0,91.5343,80.0,84.55,100.0,103.45
Brinjal_Long,1,90.0,91.42980000000001,80.0,79.05,100.0,101.2
Brinjal_Long,2,92.22,93.1697,60.0,60.55,120.0,119.7
Brinjal_Long,3,81.3,82.9567000000001,60.0,62.25,100.0,100.78
Brinjal_Long,4,90.0,101.2127,80.0,87.9,100.0,121.7
Brinjal_Long,5,91.14,90.72460000000008,60.0,62.1,120.0,118.93
Brinjal_Long,6,90.0,87.00980000000003,60.0,60.0,120.0,115.45
Brinjal_Long,7,130.26,125.69940000000005,80.0,84.0,150.0,157.7
Brinjal_Long,8,88.75,81.4578,60.0,58.8,120.0,115.42
Brinjal_Long,9,51.08,58.3081,30.0,34.48,80.0,90.58
Brinjal_Long,10,43.4,59.590100000000035,30.0,39.25,70.0,80.3
Broad_Leaf_Mustard,1,64.78,71.78159999999997,40.0,41.51,100.0,102.48
Broad_Leaf_Mustard,2,101.36,103.90440000000001,40.0,45.65,120.0,136.3
Broad_Leaf_Mustard,3,26.81,32.62129999999998,20.0,22.9,35.0,38.2
Broad_Leaf_Mustard,4,50.86,49.49939999999999,25.0,27.15,70.0,70.18
Broad_Leaf_Mustard,5,60.91,73.88799999999996,40.0,53.1,80.0,92.54
Broad_Leaf_Mustard,6,122.63,116.23809999999986,60.0,64.6,140.0,143.6
Broad_Leaf_Mustard,7,90.53,104.04680000000002,60.0,71.7,120.0,131.5
Broad_Leaf_Mustard,8,146.88,144.36239999999975,100.0,93.77,200.0,198.0
Broad_Leaf_Mustard,9,82.78,96.38970000000003,40.0,55.61,120.0,140.56
Broad_Leaf_Mustard,10,88.4,75.18630000000002,60.0,61.9,120.0,115.04
Broccoli,1,56.67,58.82320000000005,40.0,41.5,80.0,81.13
Broccoli,2,113.86,104.99120000000002,50.0,44.37,200.0,197.7
Broccoli,3,84.57,88.27179999999994,40.0,41.05,150.0,157.9
Broccoli,4,132.95,137.0321,100.0,111.5,150.0,165.5
Broccoli,5,78.26,85.6362000000001,60.0,60.6,120.0,120.9
Broccoli,6,265.13,242.70250000000007,200.0,185.1,350.0,329.4
Broccoli,7,206.88,197.19929999999997,150.0,128.3,350.0,331.2
Broccoli,8,150.0,196.68599999999998,150.0,188.6,150.0,188.6
Broccoli,9,172.37,253.18420000000006,120.0,162.55,250.0,310.0
Cabbage,1,37.39,40.68839999999997,25.0,25.45,60.0,63.15
Cabbage,2,41.67,44.23610000000001,30.0,30.89,60.0,61.2
Cabbage,3,46.36,46.016400000000004,30.0,30.19,70.0,69.66
Cabbage,4,42.5,46.304800000000014,30.0,32.12,60.0,64.48
Cabbage,5,37.73,40.22020000000001,25.0,25.25,60.0,61.3
Cabbage,6,79.47,72.41050000000004,60.0,65.39,100.0,95.04
Cabbage,7,80.63,83.40570000000004,50.0,47.39,120.0,124.8
Cabbage,8,46.01,47.20610000000006,15.0,21.9,60.0,65.3
Cabbage,9,55.0,61.088999999999984,50.0,60.92,60.0,59.4
Cabbage,10,61.16,60.55199999999998,40.0,39.85,90.0,91.03
Cabbage_Red,1,77.83,84.34029999999997,60.0,64.0,100.0,101.9
Cabbage_Red,2,185.0,178.41779999999994,150.0,140.6,250.0,248.1
Cabbage_Red,3,169.86,170.92890000000017,180.0,163.1,300.0,283.3
Cabbage_Red,4,550.0,438.97589999999997,500.0,390.7,600.0,497.0
Cabbage_Red,5,350.0,405.31140000000005,200.0,260.3,600.0,605.5
Cabbage_Red,6,265.79,305.82400000000035,200.0,221.8,400.0,416.0
Cabbage_Red,7,250.0,273.17690000000005,200.0,230.7,300.0,319.1
Cabbage_Red,8,250.57,267.8934999999999,80.0,124.7,350.0,401.5
Cabbage_Red,9,213.61,286.1653999999999,80.0,155.6,350.0,429.2
Cabbage_Red,10,90.23,166.8081999999999,60.0,95.0,200.0,303.3
Carrot,1,56.11,53.235099999999974,40.0,37.05,80.0,76.73
Carrot,2,60.71,67.42130000000003,40.0,44.7,80.0,85.56
Carrot,3,46.74,46.747699999999924,30.0,29.33,70.0,70.13
Carrot,4,45.91,48.060899999999975,30.0,31.63,60.0,62.05
Carrot,5,88.86,103.98049999999998,60.0,66.7,130.0,142.5
Carrot,6,149.0,145.45600000000002,120.0,117.5,180.0,174.1
Carrot,7,146.88,128.21109999999987,120.0,103.55,180.0,158.66
Carrot,8,82.78,98.28100000000006,40.0,72.9,150.0,168.5
Carrot,9,113.8,101.14369999999997,100.0,93.97,150.0,144.3
Carrot,10,141.11,302.22090000000003,120.0,154.8,180.0,170.6
Cauliflower_Hill,1,85.91,87.64219999999996,60.0,50.43,140.0,142.04
Cauliflower_Hill,2,95.0,99.37339999999996,70.0,65.8,150.0,145.27
Cauliflower_Hill,3,83.06,89.32930000000006,60.0,56.5,150.0,149.34
Cauliflower_Hill,4,148.13,143.5576999999998,100.0,95.4,200.0,205.8
Cauliflower_Hill,5,138.42,131.70590000000004,120.0,114.0,180.0,169.9
Cauliflower_Hill,6,98.42,102.27090000000005,60.0,60.6,150.0,150.84
Cauliflower_Hill,7,52.36,65.75539999999994,10.0,26.13,140.0,151.1
Cauliflower_Hill,8,37.5,45.67280000000002,10.0,17.71,70.0,80.9
Cauliflower_Hill,9,78.86,89.5504,15.0,31.79,120.0,165.08
Cauliflower_Hill,10,67.39,63.2028,50.0,43.28,100.0,95.47
Chilly_Green,1,174.32,172.26429999999982,130.0,138.2,220.0,218.0
Chilly_Green,2,125.53,127.86440000000017,100.0,106.2,150.0,153.7
Chilly_Green,3,197.78,188.3611000000001,150.0,144.3,220.0,216.4
Chilly_Green,4,130.22,135.4394999999998,100.0,104.5,180.0,181.1
Chilly_Green,5,165.43,149.72490000000008,100.0,94.1,220.0,212.87
Chilly_Green,6,105.4,107.6346999999999,80.0,78.07,150.0,150.14
Chilly_Green,7,135.79,135.49310000000025,120.0,117.8,180.0,176.9
Chilly_Green,8,142.5,131.2722,120.0,109.55,180.0,169.4
Chilly_Green,9,98.75,104.8527,60.0,60.05,150.0,151.8
Chilly_Green,10,125.0,122.99350000000003,100.0,99.25,150.0,155.1
Christophine,1,65.0,64.9104,60.0,60.0,70.0,70.1
Christophine,2,63.0,60.16869999999999,30.0,34.55,80.0,88.8
Christophine,3,65.0,64.63690000000001,60.0,59.2,70.0,68.45
Christophine,4,70.0,66.51979999999999,60.0,56.61,80.0,77.8
Christophine,5,35.0,35.42909999999999,30.0,30.45,40.0,39.3
Christophine,6,65.0,63.534899999999986,60.0,61.9,70.0,61.95
Christophine,7,35.53,41.476200000000055,30.0,31.53,50.0,54.2
Christophine,8,51.88,55.46190000000005,40.0,44.35,60.0,65.2
Christophine,9,68.61,62.203700000000026,50.0,53.85,80.0,71.8
Christophine,10,35.0,42.62170000000001,30.0,37.6,40.0,42.9
Coconut,1,155.0,156.7391,150.0,151.0,160.0,161.1
Coconut,2,155.0,154.8591,150.0,149.8,160.0,160.0
Coconut,3,155.0,155.55360000000002,150.0,150.0,160.0,159.8
Coconut,4,155.0,155.9,150.0,150.0,160.0,160.1
Coconut,5,155.0,154.3015,150.0,150.0,160.0,160.5
Coconut,6,155.0,154.5639,150.0,147.4,160.0,160.0
Coconut,7,155.0,154.0168,150.0,148.0,160.0,162.1
Coconut,8,141.67,146.17890000000003,140.0,143.1,160.0,165.2
Coconut,9,144.2,107.1632,140.0,104.29,160.0,126.8
Coconut,10,155.0,155.34169999999997,150.0,146.9,160.0,163.8
Coriander_Green,1,128.26,151.00490000000008,50.0,63.81,250.0,260.4
Coriander_Green,2,102.05,130.3064999999999,30.0,54.76,250.0,271.4
Coriander_Green,3,59.29,80.7145,20.0,40.7,150.0,167.4
Coriander_Green,4,35.56,43.76429999999999,20.0,27.2,60.0,71.28
Coriander_Green,5,135.23,214.66309999999976,100.0,133.8,200.0,262.9
Coriander_Green,6,336.11,419.15890000000036,100.0,155.3,1000.0,947.0
Coriander_Green,7,403.95,437.2752999999998,200.0,227.4,800.0,862.0
Coriander_Green,8,531.25,512.1907,300.0,241.1,1000.0,901.0
Coriander_Green,9,536.0,201.2385,250.0,121.65,1000.0,446.7
Coriander_Green,10,348.68,419.4577000000001,100.0,190.6,900.0,872.5
Cow_Pea,1,91.3,102.63299999999998,60.0,59.8,160.0,164.8
Cow_Pea,2,166.67,158.29040000000006,130.0,122.0,200.0,191.4
Cow_Pea,3,140.0,134.7386,130.0,132.6,150.0,144.3
Cow_Pea,4,115.0,123.78729999999996,80.0,88.4,150.0,157.5
Cow_Pea,5,128.64,129.72199999999992,80.0,81.4,150.0,151.3
Cow_Pea,6,128.95,123.33830000000013,80.0,77.0,200.0,196.8
Cow_Pea,7,165.31,152.0985999999999,130.0,112.85,220.0,202.5
Cow_Pea,8,68.47,79.30010000000007,30.0,34.02,180.0,187.74
Cow_Pea,9,78.0,107.66790000000012,40.0,51.53,180.0,199.87
Cow_Pea,10,138.95,111.99410000000002,90.0,63.0,230.0,194.1
Cress_Leaf,1,71.94,71.70619999999991,60.0,60.45,100.0,100.8
Cress_Leaf,2,128.95,141.7496000000001,80.0,96.4,200.0,215.34
Cucumber,1,123.71,114.6326999999999,60.0,65.7,150.0,151.8
Cucumber,2,71.82,81.96979999999992,40.0,47.74,100.0,110.34
Cucumber,3,74.78,75.26239999999994,40.0,39.3,120.0,125.13
Cucumber,4,122.5,120.5037,60.0,67.45,150.0,152.8
Cucumber,5,91.14,96.09120000000003,50.0,51.45,150.0,156.37
Cucumber,6,71.11,76.14349999999992,25.0,28.96,150.0,161.8
Cucumber,7,104.74,104.35049999999988,60.0,61.35,150.0,148.2
Cucumber,8,109.06,102.83320000000003,60.0,61.9,150.0,153.71
Cucumber,9,53.0,97.54240000000001,25.0,51.12,150.0,186.66
Cucumber,10,106.58,107.13569999999996,50.0,59.2,150.0,167.9
Dragon_Fruits,1,325.0,329.2668,300.0,300.0,350.0,355.0
Dragon_Fruits,2,394.44,338.7259999999998,300.0,247.8,450.0,392.8
Dragon_Fruits,3,386.0,373.48049999999995,300.0,293.1,450.0,439.5
Dragon_Fruits,4,350.0,355.76599999999996,300.0,302.0,400.0,405.3
Dragon_Fruits,5,350.0,340.8043,300.0,300.5,400.0,394.5
Dragon_Fruits,6,350.0,346.08299999999997,300.0,300.5,400.0,396.5
Dragon_Fruits,7,329.55,333.24339999999967,300.0,300.5,400.0,393.0
Dragon_Fruits,8,325.0,328.61369999999994,300.0,301.0,350.0,351.0
Dragon_Fruits,9,325.0,330.5949,300.0,300.5,350.0,353.0
Dragon_Fruits,10,325.0,319.75939999999997,300.0,296.1,350.0,341.0
Fenugreek_Leaf,1,69.17,69.7018,60.0,60.05,100.0,99.4
French_Bean,1,128.14,122.90389999999992,60.0,59.9,180.0,179.0
French_Bean,2,117.95,113.33050000000001,60.0,61.85,150.0,152.9
French_Bean,3,104.72,104.10759999999996,60.0,59.7,180.0,175.3
French_Bean,4,108.91,106.2585999999999,60.0,59.8,150.0,150.2
French_Bean,5,133.18,136.23060000000012,80.0,92.9,160.0,166.1
French_Bean,6,100.2,110.28550000000007,60.0,64.28,180.0,191.5
French_Bean,7,131.05,129.21109999999996,80.0,79.1,200.0,196.7
French_Bean,8,159.38,152.38779999999983,130.0,111.22,200.0,194.7
French_Bean,9,82.5,91.78420000000004,50.0,44.46,180.0,167.44
French_Bean,10,160.0,131.71470000000002,120.0,99.25,200.0,175.8
Garlic_Dry,1,156.0,161.014,130.0,130.4,230.0,225.0
Garlic_Dry,2,178.54,177.67280000000028,130.0,132.7,250.0,251.0
Garlic_Dry,3,211.88,207.1995999999999,180.0,177.7,230.0,228.8
Garlic_Dry,4,190.0,192.68740000000003,180.0,186.85,200.0,205.8
Garlic_Dry,5,190.0,187.51260000000002,180.0,195.1,200.0,208.6
Garlic_Dry,6,190.0,193.12330000000003,180.0,197.4,200.0,209.5
Garlic_Green,1,70.0,73.11440000000002,60.0,76.93,80.0,81.9
Garlic_Green,2,70.0,81.2398,60.0,65.45,80.0,89.2
Garlic_Green,3,120.71,150.57699999999966,60.0,72.7,250.0,296.9
Garlic_Green,4,219.32,253.22529999999992,150.0,156.3,500.0,477.5
Garlic_Green,5,93.16,104.76229999999988,60.0,61.7,150.0,156.3
Garlic_Green,6,331.58,305.0092000000005,250.0,235.2,500.0,454.1
Garlic_Green,7,225.0,226.13439999999994,200.0,190.7,250.0,236.1
Garlic_Green,8,177.43,192.51150000000013,100.0,115.9,250.0,279.3
Garlic_Green,9,194.0,175.49249999999995,150.0,143.8,250.0,241.6
Garlic_Green,10,281.58,325.23470000000003,200.0,226.8,500.0,493.5
Ginger,1,110.43,112.6087000000001,80.0,77.9,150.0,151.2
Ginger,2,103.18,102.21050000000012,80.0,79.8,120.0,119.4
Ginger,3,100.0,99.4411,80.0,79.8,120.0,120.0
Ginger,4,100.0,100.3231,80.0,80.0,120.0,119.9
Ginger,5,100.0,101.91699999999999,80.0,80.9,120.0,120.1
Ginger,6,105.0,107.1654,80.0,82.7,130.0,133.43
Ginger,7,116.25,117.25660000000002,80.0,80.8,150.0,150.2
Ginger,8,112.15,114.94799999999982,80.0,85.1,150.0,153.2
Ginger,9,113.8,100.1401,90.0,81.4,150.0,135.09
Ginger,10,100.26,99.86609999999997,80.0,78.62,130.0,126.53
Grapes,1,179.57,186.88289999999995,160.0,160.7,200.0,209.7
Grapes,2,200.0,228.2719,180.0,187.2,220.0,234.5
Grapes,3,200.0,197.8303,180.0,180.25,220.0,216.1
Green_Peas,1,65.28,70.39239999999997,50.0,48.4,100.0,97.84
Green_Peas,2,110.87,107.15940000000009,100.0,92.45,130.0,123.98
Green_Peas,3,88.43,92.7780000000001,50.0,52.1,140.0,149.8
Green_Peas,4,96.36,124.3820000000001,50.0,64.45,130.0,134.04
Green_Peas,5,184.74,285.42120000000034,160.0,177.4,250.0,264.6
Green_Peas,6,264.74,262.36870000000033,200.0,202.9,300.0,311.6
Green_Peas,7,291.67,243.02989999999969,250.0,208.8,300.0,256.8
Green_Peas,8,152.73,158.67339999999984,130.0,138.1,180.0,189.9
Guava,1,180.22,170.74469999999985,150.0,152.8,200.0,196.6
Guava,2,163.18,157.6855000000001,100.0,100.1,200.0,206.7
Guava,3,110.0,109.875,100.0,99.9,120.0,120.1
Guava,4,110.0,108.21470000000001,100.0,101.1,120.0,118.6
Guava,5,110.0,119.87630000000001,100.0,106.6,120.0,129.4
Guava,6,131.05,144.13849999999982,100.0,120.9,200.0,208.6
Guava,7,190.0,185.64139999999995,180.0,182.1,200.0,199.3
Guava,8,190.0,190.96210000000002,180.0,183.3,200.0,210.0
Guava,9,201.73,198.6117,200.0,184.5,250.0,226.5
Guava,10,205.2,139.95120000000003,200.0,119.5,250.0,184.23
Gundruk,1,300.0,299.0089,300.0,299.5,300.0,300.1
Gundruk,2,300.0,302.0071,300.0,300.2,300.0,303.1
Gundruk,3,300.0,306.1655,300.0,298.0,300.0,309.6
Gundruk,4,300.0,302.05260000000004,300.0,298.9,300.0,303.0
Gundruk,5,350.0,335.1315,300.0,299.7,400.0,376.8
Gundruk,6,300.0,308.2571,300.0,297.4,300.0,317.4
Gundruk,7,302.63,295.4771000000002,300.0,279.9,400.0,385.9
Gundruk,8,300.0,306.50589999999994,300.0,289.7,300.0,319.6
Haluwabed,1,287.5,273.6566,250.0,224.7,300.0,271.1
Haluwabed,2,300.0,294.70910000000003,300.0,276.2,300.0,298.9
Haluwabed,3,300.0,302.1304,300.0,303.4,300.0,300.5
Haluwabed,4,300.0,300.3864,300.0,301.1,300.0,301.8
Haluwabed,5,300.0,299.7769,300.0,298.5,300.0,299.6
Haluwabed,6,300.0,299.4386,300.0,299.0,300.0,300.0
Jack_Fruit,1,90.0,98.5201,80.0,88.2,100.0,105.4
Jack_Fruit,2,45.0,44.19510000000001,40.0,38.5,50.0,47.7
Jack_Fruit,3,35.0,41.992599999999996,30.0,37.06,40.0,46.1
Jack_Fruit,4,35.0,39.3214,30.0,32.42,40.0,44.05
Khasa_Garlic_Dry,1,233.7,259.15700000000027,200.0,213.0,300.0,322.0
Khasa_Garlic_Dry,2,223.2,188.8528000000002,200.0,175.2,250.0,229.7
Khasa_Garlic_Dry,3,243.66,240.34939999999995,200.0,200.7,320.0,296.4
Khasa_Garlic_Dry,4,240.0,241.8086,230.0,226.6,250.0,269.3
Khasa_Garlic_Dry,5,240.0,239.54860000000005,230.0,228.6,250.0,248.9
Khasa_Garlic_Dry,6,240.79,243.57040000000035,200.0,213.65,280.0,271.1
Khasa_Garlic_Dry,7,377.5,335.3251000000001,260.0,242.5,500.0,467.6
Khasa_Garlic_Dry,8,300.29,311.4471000000005,210.0,206.6,500.0,479.5
Khasa_Garlic_Dry,9,280.56,304.09550000000013,250.0,269.2,350.0,381.4
Khasa_Garlic_Dry,10,275.0,298.10200000000003,250.0,262.7,300.0,343.6
Kiwi,1,336.36,313.97150000000033,250.0,245.9,400.0,371.3
Kiwi,2,275.0,295.302,250.0,265.1,300.0,329.8
Kiwi,3,350.0,339.68910000000005,300.0,284.6,400.0,394.4
Kiwi,4,325.0,314.8508999999999,250.0,261.5,400.0,391.0
Kiwi,5,275.0,285.2155,250.0,262.2,300.0,316.3
Kiwi,6,375.0,523.9652,350.0,352.5,400.0,393.8
Kiwi,7,375.0,444.1458,350.0,363.1,400.0,468.0
Kiwi,8,375.0,393.7378,350.0,334.5,400.0,395.2
Kiwi,9,613.59,549.1636,300.0,340.7,800.0,759.0
Kiwi,10,599.0,288.12769999999983,350.0,195.2,800.0,411.1
Kurilo,1,450.0,451.05559999999997,400.0,400.0,500.0,500.0
Kurilo,2,450.0,451.05559999999997,400.0,400.0,500.0,500.0
Kurilo,3,450.0,451.05559999999997,400.0,400.0,500.0,500.0
Kurilo,4,450.0,450.0,400.0,399.0,500.0,500.0
Kurilo,5,450.0,444.69749999999993,400.0,398.0,500.0,500.0
Kurilo,6,450.0,443.06309999999996,400.0,397.0,500.0,488.5
Kurilo,7,405.63,418.5101999999998,400.0,394.7,500.0,501.5
Kurilo,8,414.0,336.68699999999995,400.0,293.8,500.0,423.1
Lemon,1,363.04,334.87310000000036,250.0,237.8,450.0,404.6
Lemon,2,309.32,286.2776,260.0,243.6,350.0,331.1
Lemon,3,268.89,239.41879999999983,200.0,179.7,320.0,298.1
Lemon,4,202.0,190.57959999999994,100.0,97.5,320.0,300.3
Lemon,5,110.0,110.8114,100.0,100.6,120.0,121.4
Lemon,6,146.58,151.48779999999994,120.0,126.1,180.0,180.1
Lemon,7,165.0,174.7119,150.0,152.2,180.0,202.2
Lemon,8,173.33,161.045,130.0,107.3,280.0,250.5
Lemon,9,140.0,100.4772,130.0,98.89,150.0,123.8
